"id","time","censored","total_charges","monthly_charges","contract","payment_method","paperless","gender","senior","partner","dependents","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
182,1,1,45.3,45.3,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No"
183,8,0,662.65,84.5,"Month-to-month","Bank transfer (automatic)","No","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes"
184,33,1,2453.3,74.75,"One year","Credit card (automatic)","No","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","No","Yes","Yes"
185,13,0,1111.65,79.25,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","No"
186,1,0,24.8,24.8,"Month-to-month","Electronic check","Yes","Female","No","Yes","No","No","No phone service","DSL","No","No","No","No","No","No"
187,20,1,1023.85,51.8,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No"
188,3,1,82.15,30.4,"Month-to-month","Electronic check","No","Male","No","No","No","No","No phone service","DSL","No","No","No","Yes","No","No"
189,13,1,244.8,19.65,"One year","Electronic check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
190,40,1,2379.1,56.6,"Month-to-month","Credit card (automatic)","No","Female","No","Yes","No","Yes","Yes","DSL","No","Yes","No","No","No","No"
191,43,1,3173.35,71.9,"One year","Credit card (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","Yes","No","Yes"
192,6,0,531,91,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes"
193,69,1,1375.4,19.75,"Two year","Bank transfer (automatic)","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
194,72,1,8129.3,109.7,"Two year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
195,59,1,1192.7,19.3,"Two year","Credit card (automatic)","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
196,20,1,1901.65,96.55,"Month-to-month","Electronic check","Yes","Female","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","No"
197,24,1,587.4,24.1,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
198,59,1,6519.75,111.35,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
199,72,1,8041.65,112.25,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
200,1,1,20.75,20.75,"Month-to-month","Mailed check","No","Male","No","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
201,27,1,2681.15,101.9,"One year","Credit card (automatic)","Yes","Female","No","Yes","No","Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes"
202,14,1,1112.3,80.05,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","No","No"
203,71,1,7405.5,105.55,"Two year","Electronic check","No","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
204,13,1,1033.95,78.3,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","Yes","Yes","No","Fiber optic","No","No","No","No","Yes","No"
205,44,1,2958.95,68.85,"Month-to-month","Credit card (automatic)","No","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
206,33,1,2684.85,79.95,"One year","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","No","No"
207,72,1,4179.2,55.45,"Two year","Credit card (automatic)","Yes","Male","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes"
208,1,0,79.9,79.9,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes"
209,19,0,1934.45,106.6,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
210,64,1,6654.1,102.45,"One year","Credit card (automatic)","Yes","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
211,2,0,84.5,46,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No"
212,1,1,25.25,25.25,"Month-to-month","Electronic check","No","Female","No","No","No","No","No phone service","DSL","No","No","No","No","No","No"
213,61,1,1124.2,19.75,"Two year","Mailed check","No","Male","No","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
214,29,1,540.05,20,"One year","Electronic check","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
215,23,1,1975.85,86.8,"Month-to-month","Electronic check","No","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes"
216,57,1,3437.45,58.75,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","Yes","No","No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes"
217,72,1,3139.8,45.25,"Two year","Credit card (automatic)","No","Male","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No"
218,66,1,3789.2,56.6,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","No","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No"
219,65,1,5324.5,84.2,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
220,8,1,624.6,80,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No"
221,4,0,268.35,70.15,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
222,71,1,1836.9,24.75,"Two year","Bank transfer (automatic)","No","Female","No","Yes","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
223,1,1,20.2,20.2,"One year","Electronic check","Yes","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
224,4,0,179.35,50.05,"Month-to-month","Mailed check","No","Male","No","Yes","No","Yes","No","DSL","No","No","No","Yes","No","No"
225,12,1,219.35,19.35,"One year","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
226,24,1,1288.75,50.6,"One year","Mailed check","Yes","Male","No","No","No","No","No phone service","DSL","Yes","No","No","No","Yes","Yes"
227,31,1,2545.75,81.15,"One year","Mailed check","Yes","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes"
228,1,0,55.2,55.2,"Month-to-month","Mailed check","No","Female","No","Yes","No","Yes","No","DSL","No","No","No","No","Yes","No"
229,30,1,2723.15,89.9,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes"
230,47,1,4107.25,85.3,"Two year","Credit card (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes"
231,54,1,5760.65,108,"Two year","Credit card (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
232,50,1,4747.5,93.5,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes"
233,1,0,84.6,84.6,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","Yes"
234,72,1,1566.9,20.25,"Two year","Credit card (automatic)","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
235,29,1,702,25.15,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
236,2,0,114.1,54.4,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No"
237,10,1,299.05,29.6,"Two year","Mailed check","Yes","Female","No","No","No","No","No phone service","DSL","No","No","No","Yes","No","No"
238,18,1,1305.95,73.15,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
239,11,0,1120.3,95,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes"
240,16,1,284.35,19.75,"Two year","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
241,72,1,6350.5,86.6,"Two year","Bank transfer (automatic)","No","Female","No","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
242,72,1,7878.3,109.2,"Two year","Bank transfer (automatic)","No","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
243,41,1,3187.65,74.7,"One year","Credit card (automatic)","Yes","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","Yes","Yes"
244,65,1,6126.15,94.4,"Month-to-month","Electronic check","No","Female","Yes","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes"
245,13,1,731.3,54.8,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","No","DSL","No","Yes","Yes","No","No","No"
246,4,1,273.4,75.35,"Month-to-month","Electronic check","No","Male","Yes","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No"
247,41,1,2531.8,65,"One year","Mailed check","No","Male","No","No","No","Yes","Yes","DSL","No","No","Yes","No","No","Yes"
248,15,0,1074.3,74.4,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No"
249,1,0,48.55,48.55,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","No","DSL","Yes","No","No","No","No","No"
250,42,1,4298.45,99,"One year","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes"
251,51,1,4619.55,93.5,"One year","Electronic check","Yes","Female","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","No"
252,2,0,147.15,70.4,"Month-to-month","Electronic check","No","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No"
253,1,0,40.2,40.2,"Month-to-month","Electronic check","No","Male","Yes","Yes","No","No","No phone service","DSL","No","Yes","No","No","Yes","No"
254,32,1,2633.3,83.7,"One year","Credit card (automatic)","No","Male","No","No","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
255,10,1,193.05,19.85,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
256,67,1,4103.9,59.55,"Two year","Electronic check","Yes","Female","No","Yes","Yes","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes"
257,61,1,7008.15,115.1,"Two year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
258,50,1,5791.1,114.35,"One year","Credit card (automatic)","No","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
259,2,0,80.55,44.6,"Month-to-month","Credit card (automatic)","Yes","Female","No","Yes","No","Yes","No","DSL","No","No","No","No","No","No"
260,29,1,1228.65,45,"Month-to-month","Electronic check","Yes","Female","Yes","Yes","No","No","No phone service","DSL","Yes","No","Yes","No","No","Yes"
261,3,0,132.2,41.15,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","No","No phone service","DSL","No","No","Yes","No","No","Yes"
262,13,0,1364.3,106.9,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
263,57,1,4925.35,89.85,"Month-to-month","Electronic check","Yes","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes"
264,31,1,1520.1,49.85,"Two year","Bank transfer (automatic)","Yes","Female","No","No","No","No","No phone service","DSL","Yes","Yes","No","Yes","No","Yes"
265,45,1,5032.25,113.3,"One year","Mailed check","No","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
266,61,1,5526.75,88.1,"Two year","Mailed check","No","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
267,50,1,1195.25,24.9,"Two year","Bank transfer (automatic)","No","Male","No","No","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
268,19,1,2007.25,105,"Month-to-month","Mailed check","Yes","Female","Yes","No","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
269,59,0,1099.6,19.35,"Two year","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
270,71,1,1732.95,24.25,"Two year","Credit card (automatic)","Yes","Female","No","Yes","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
271,16,0,1511.2,94.45,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes"
272,57,1,3450.15,59.75,"Two year","Electronic check","Yes","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No"
273,1,0,24.8,24.8,"Month-to-month","Bank transfer (automatic)","No","Male","No","No","No","No","No phone service","DSL","No","No","No","No","No","No"
274,20,1,2172.05,107.05,"Month-to-month","Electronic check","No","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes"
275,1,0,70.6,70.6,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
276,5,0,401.1,85.4,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No"
277,52,0,5624.85,105.05,"Month-to-month","Electronic check","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
278,21,1,1339.8,64.95,"Month-to-month","Bank transfer (automatic)","Yes","Male","Yes","Yes","No","Yes","No","DSL","Yes","Yes","No","No","No","Yes"
